overall_score,technical_skills_score,experience_score,projects_score,education_score,soft_skills_score,certifications_score,cv_completeness_score,missing_required_skills_count,missing_optional_skills_count,ahp_explainable_score,final_score
79.99,68.28,85.72,85.23,78.55,61.8,33.69,98.37,0,2,77.15,75.26
67.55,68.59,74.35,72.45,62.81,86.94,63.8,65.09,1,2,69.93,62.48
45.36,45.14,36.25,57.53,78.36,89.8,31.4,74.1,1,5,49.94,40.81
48.19,35.78,58.41,45.69,75.56,57.81,30.23,72.91,3,4,47.03,24.3
28.88,13.93,46.0,38.0,49.47,39.61,43.8,56.39,4,4,33.94,8.3
49.14,38.4,71.25,63.93,42.28,10.47,17.31,72.45,0,2,48.43,46.25
67.74,63.1,59.45,73.3,53.36,77.41,45.22,67.95,2,6,63.54,47.57
74.06,44.26,35.01,37.88,54.25,73.92,45.03,97.17,2,4,45.72,35.54
13.38,12.14,48.72,31.73,3.26,52.82,25.33,87.73,2,6,35.16,8.02
31.39,37.37,28.21,18.01,7.26,15.2,20.04,72.57,3,3,25.36,10.48
10.48,32.8,8.98,9.92,39.12,28.16,23.57,60.44,4,4,29.37,0.0
23.56,27.62,4.56,30.01,30.2,56.85,42.4,54.98,4,4,32.18,0.51
31.24,46.83,22.52,4.54,21.14,45.44,12.8,58.45,3,1,36.49,13.5
81.46,77.31,99.65,75.87,72.36,86.81,53.47,81.23,0,3,77.92,70.07
83.01,70.6,71.25,82.16,76.31,60.46,27.99,76.49,2,3,71.57,60.47
42.89,18.29,34.77,41.1,66.98,31.68,32.41,64.63,4,6,39.65,4.84
92.16,87.09,96.68,69.12,81.64,64.96,16.61,78.16,1,2,75.07,77.73
54.09,77.31,66.05,63.9,71.12,52.56,65.78,85.43,1,2,67.43,62.94
69.05,75.97,53.89,29.87,64.99,0.86,55.09,83.4,0,1,51.53,56.33
58.7,73.48,40.82,41.24,36.54,38.44,9.34,91.63,0,3,52.17,54.44
91.37,98.19,72.76,97.89,52.89,53.0,59.64,79.98,1,2,83.21,80.99
47.88,80.42,29.17,49.45,23.09,14.54,5.64,49.26,2,1,38.98,42.14
72.57,69.18,81.21,88.51,51.3,13.86,54.47,82.53,2,0,68.02,62.01
39.05,37.57,42.49,29.7,37.52,53.92,34.88,78.5,2,3,34.26,25.3
53.38,63.52,44.93,57.82,55.79,13.72,18.09,83.26,0,3,55.46,50.04
68.8,99.06,68.37,60.62,82.9,63.03,37.07,91.23,0,0,83.3,73.79
51.76,15.7,51.97,18.9,50.06,66.21,8.54,55.28,2,4,33.67,26.82
58.41,49.61,74.19,31.54,59.46,13.33,65.0,92.93,4,4,49.8,27.53
33.71,21.4,39.57,25.18,8.98,8.06,16.3,75.14,3,4,24.19,11.33
83.01,66.83,76.57,55.7,60.8,72.87,8.52,93.38,0,3,73.82,64.95
42.75,38.91,14.82,35.96,10.37,37.16,0.13,54.68,2,6,32.16,15.16
65.79,31.18,29.54,51.32,16.17,74.26,55.24,60.1,2,6,40.18,27.8
74.62,77.98,98.36,93.05,51.14,50.35,16.34,81.94,1,2,76.88,73.94
16.72,37.15,7.41,20.55,36.09,3.71,7.84,58.56,2,5,27.59,7.03
61.63,49.69,80.44,24.46,13.46,42.83,25.64,54.49,2,6,48.74,36.66
75.88,97.64,87.07,56.71,39.25,74.62,48.24,89.14,0,0,75.87,75.93
47.47,65.88,29.9,21.17,67.61,9.44,1.46,53.67,3,2,43.01,30.6
23.17,5.21,37.81,17.53,60.66,68.93,42.45,61.12,5,5,35.04,0.0
21.66,5.95,34.37,32.46,18.91,43.85,39.52,62.5,5,4,28.53,0.0
96.46,91.78,89.57,69.09,36.22,48.22,24.29,82.25,0,3,72.15,83.8
65.92,58.93,74.74,33.96,37.27,85.41,6.86,87.21,2,5,61.05,41.15
60.63,66.92,77.66,38.79,44.41,29.07,53.43,77.18,1,2,52.44,55.64
60.68,46.48,57.18,38.12,75.61,35.0,9.04,73.4,2,4,50.17,35.91
76.94,71.34,41.44,55.69,72.51,69.12,34.22,90.61,2,6,60.19,44.43
80.64,94.01,94.55,56.53,38.82,63.64,42.5,78.73,0,3,68.23,72.41
67.86,74.19,36.47,56.38,38.09,42.67,29.68,78.65,2,1,54.76,48.94
72.71,58.41,51.58,60.2,72.2,43.44,29.78,85.21,2,3,57.8,45.25
77.57,46.21,44.97,33.84,66.37,40.42,27.2,72.14,2,2,41.9,44.74
70.16,77.86,81.55,66.01,54.23,0.59,29.84,77.98,1,2,59.38,61.02
14.04,49.48,53.66,25.75,7.55,54.06,48.07,83.93,0,5,49.86,28.35
94.59,70.08,78.42,67.67,48.39,2.44,48.13,85.03,1,1,57.42,71.65
51.45,25.14,70.78,63.78,4.4,50.03,39.66,30.39,3,8,43.19,11.48
70.8,66.08,77.73,46.9,50.65,25.36,43.76,82.01,2,4,58.06,56.38
24.74,34.52,27.08,41.85,27.31,40.17,2.89,53.75,3,4,35.56,12.17
68.69,50.63,67.04,67.9,45.47,72.03,8.88,79.53,1,3,63.45,54.36
32.83,47.37,29.59,34.58,12.91,40.54,19.27,91.57,1,2,32.22,31.11
49.1,63.12,69.36,42.26,55.87,10.47,65.15,68.83,2,2,56.28,40.96
73.87,91.26,79.13,56.18,88.02,14.37,43.39,81.21,1,1,70.54,71.76
73.3,49.89,48.7,67.65,2.58,1.82,12.35,55.62,1,3,39.93,41.21
60.41,44.81,77.67,33.17,76.0,42.31,9.04,69.15,2,6,57.2,36.6
75.65,42.05,42.89,54.8,41.19,16.64,6.63,67.67,2,5,37.04,32.48
57.37,56.51,72.44,66.74,25.6,36.83,57.96,65.01,1,3,57.62,47.99
74.43,58.07,73.86,61.34,46.07,44.42,27.29,94.0,2,2,55.09,49.38
63.3,63.71,63.17,35.71,59.95,31.92,44.59,84.17,1,0,50.36,57.72
37.42,37.45,11.37,6.07,46.84,17.7,5.73,51.56,1,1,24.27,24.61
80.28,38.73,77.23,19.03,57.12,1.04,24.4,34.15,3,5,32.37,30.68
96.72,77.64,70.78,65.15,53.64,18.85,43.4,90.82,1,1,61.31,70.79
47.5,11.08,34.09,52.14,37.09,73.27,15.5,73.21,2,5,26.95,14.28
65.69,79.24,82.87,46.91,74.98,61.39,31.43,49.23,2,2,67.99,51.7
84.45,88.03,87.95,95.22,88.15,84.62,52.71,80.14,1,1,85.82,79.57
67.49,35.57,68.45,33.75,42.79,28.99,23.27,91.61,3,3,44.03,33.21
66.0,60.41,79.02,26.57,4.98,40.8,15.62,41.69,2,2,55.89,41.82
95.74,89.54,66.45,60.21,40.31,5.87,5.02,78.93,1,3,60.94,73.43
41.02,44.47,40.28,40.51,56.29,41.73,10.65,49.23,1,6,41.44,28.21
77.01,51.29,45.36,45.17,43.08,60.65,44.41,65.96,2,4,46.49,42.79
44.67,69.56,71.55,66.18,19.47,36.07,13.29,25.9,1,2,60.11,45.89
77.82,69.11,72.38,63.67,31.36,5.85,64.06,69.84,1,5,50.5,49.27
13.15,24.44,9.58,33.37,8.13,14.82,40.19,56.76,3,4,18.23,0.0
53.67,39.63,54.88,35.07,59.26,79.24,31.59,41.71,1,5,44.94,37.66
80.16,51.14,42.63,54.23,62.17,39.88,19.85,36.15,2,0,46.26,48.38
72.55,52.38,47.67,72.41,32.59,79.64,4.35,79.47,2,5,53.96,38.01
49.44,69.23,60.1,49.1,28.28,44.98,39.45,74.3,0,4,51.27,57.88
75.86,87.78,90.51,57.32,41.96,42.38,50.39,86.34,0,2,75.66,71.52
76.45,70.19,78.8,94.27,54.09,14.14,44.42,99.8,2,3,64.07,57.26
59.27,46.28,53.32,29.76,67.42,74.63,21.52,84.83,3,4,49.13,32.0
21.41,40.93,20.27,20.29,52.54,38.27,10.05,87.52,1,3,37.65,20.53
72.58,58.28,44.62,38.08,31.05,66.23,7.42,86.2,1,4,47.74,48.44
61.9,52.46,68.6,68.66,19.73,72.12,6.52,61.17,2,3,60.76,41.71
48.96,44.54,38.13,20.06,59.06,4.86,58.07,59.31,1,4,30.91,35.66
10.94,3.42,43.67,20.7,46.79,55.44,21.11,52.17,3,8,31.66,0.0
66.99,57.45,73.89,36.73,73.88,68.61,16.83,38.73,1,2,57.65,50.7
57.2,72.02,62.78,43.68,3.16,52.6,38.56,29.62,1,6,57.03,41.14
65.52,61.57,37.27,46.14,38.37,17.96,45.85,65.4,2,3,49.86,40.44
65.27,64.92,72.47,31.49,29.9,89.43,0.62,89.79,0,4,56.11,64.52
87.66,90.09,75.71,95.18,60.13,15.63,72.62,98.57,1,1,70.54,76.75
95.36,69.94,69.57,88.26,57.35,14.11,19.55,94.87,2,2,55.7,65.08
21.16,8.46,21.0,18.34,12.98,71.55,24.15,75.4,2,3,27.71,5.33
70.81,48.08,59.89,71.35,62.5,64.0,61.32,97.39,0,5,57.86,52.08
55.92,58.1,37.77,33.86,33.94,2.51,50.55,76.39,2,3,37.09,34.69
45.13,64.6,39.76,35.96,36.42,29.82,11.21,77.14,0,4,50.14,41.23
84.69,69.31,92.06,57.77,60.55,89.66,13.51,80.03,2,1,70.35,65.37
88.52,73.84,86.47,58.99,63.87,22.55,57.95,93.69,0,0,59.53,77.35
96.96,86.55,79.75,74.54,76.69,79.18,68.67,87.76,0,1,80.12,81.72
65.79,65.66,58.79,68.77,76.58,39.8,11.8,85.18,2,2,59.76,56.7
73.57,75.39,53.31,34.63,50.22,41.05,36.37,74.6,1,3,61.5,54.8
56.1,50.12,75.9,44.76,61.37,47.06,61.34,77.92,1,5,56.02,40.49
77.53,66.02,35.45,66.97,67.19,50.49,16.53,70.23,1,4,54.2,52.21
20.45,31.82,2.66,21.54,12.09,45.45,15.84,83.58,2,3,24.03,10.33
77.86,86.32,98.69,59.09,73.67,65.81,56.91,87.9,1,2,80.77,73.53
51.85,45.5,16.72,46.54,6.67,50.83,17.11,77.93,2,4,44.24,24.12
72.72,66.73,68.92,65.36,47.32,45.54,35.59,68.96,0,3,52.3,64.17
92.37,72.28,95.69,66.02,62.06,46.29,22.85,84.04,1,2,70.46,73.38
73.44,54.46,70.74,47.32,51.41,14.15,8.75,86.4,3,3,51.3,35.78
74.52,73.54,57.57,38.84,35.32,24.44,54.64,76.36,2,1,61.9,50.18
63.81,77.61,73.7,59.79,34.22,82.71,62.48,96.03,2,3,70.53,56.18
57.9,59.04,49.34,59.5,63.86,45.8,3.78,97.78,1,2,57.76,54.3
10.58,43.68,5.63,54.98,43.97,4.97,28.12,61.57,1,4,34.01,16.55
66.37,55.84,45.87,31.1,52.91,47.03,50.89,45.48,2,5,47.27,34.63
23.74,34.63,49.11,42.3,23.98,52.98,10.35,47.91,3,2,37.31,16.27
74.87,68.89,73.73,66.67,83.44,56.62,15.91,78.63,1,3,64.13,64.58
30.32,42.03,52.71,23.22,48.76,17.0,40.04,86.0,2,4,38.31,23.39
20.97,47.18,53.45,49.99,41.97,20.06,40.36,80.08,1,4,41.89,25.85
19.3,36.28,0.04,30.68,25.4,28.6,12.23,58.74,2,1,33.14,10.93
38.44,12.1,2.16,45.8,61.06,73.42,47.99,76.69,3,7,36.89,0.05
27.46,18.89,16.03,20.19,57.44,52.61,12.49,80.58,3,4,22.87,6.25
40.71,37.66,21.51,37.98,16.71,35.81,29.16,79.32,1,3,42.55,25.38
72.33,66.1,72.1,65.74,41.58,89.36,65.59,80.06,2,4,71.08,50.57
26.66,2.83,28.47,20.7,8.61,7.94,7.65,55.29,3,6,8.59,0.0
70.55,63.74,68.35,56.75,51.77,39.71,34.01,42.08,1,3,63.9,51.03
61.5,39.64,49.62,43.81,67.42,29.96,0.56,67.95,3,6,27.58,26.44
80.18,92.77,74.12,96.62,64.1,8.78,20.54,97.66,1,3,77.0,71.32
80.3,89.4,98.91,74.76,62.27,20.92,34.27,76.58,2,2,70.44,67.12
54.29,52.2,58.51,57.04,81.42,29.9,40.94,96.56,2,4,58.04,46.04
68.83,55.69,60.68,73.72,40.07,71.33,35.44,71.19,1,2,57.71,53.71
75.15,62.88,69.54,38.65,51.77,81.87,3.56,79.14,2,2,64.54,56.87
58.42,62.46,75.1,55.61,7.65,29.36,33.16,52.92,1,3,59.16,47.6
63.38,44.77,56.06,52.43,74.04,41.49,5.66,82.06,1,2,54.25,49.35
78.46,80.3,90.83,92.61,38.22,75.24,61.24,97.37,1,2,81.31,69.34
63.11,57.33,79.52,66.82,54.56,70.58,6.83,53.03,0,4,55.11,57.44
47.86,46.52,48.93,41.05,77.66,59.58,51.44,65.47,2,6,57.63,32.64
77.11,35.62,49.01,63.75,46.61,82.89,15.29,92.85,3,5,49.16,38.29
65.96,35.42,37.43,28.35,74.18,21.32,23.02,86.35,1,4,38.41,34.21
19.88,35.42,0.83,49.94,66.5,0.18,22.89,65.69,2,3,37.33,17.36
90.15,86.72,94.13,93.01,69.71,51.14,77.69,95.03,0,0,84.74,89.85
17.31,31.83,23.54,24.78,12.61,55.86,34.9,71.61,3,5,27.89,2.6
74.15,52.87,60.73,68.74,50.55,79.53,9.55,77.77,3,4,56.51,43.87
21.68,46.56,25.93,14.69,69.14,31.73,18.57,46.75,2,3,32.22,16.99
87.71,90.2,86.74,78.84,66.81,65.51,73.38,83.41,1,1,73.83,77.02
44.15,38.96,60.21,15.03,2.55,5.12,7.4,40.88,3,6,27.65,10.07
59.27,51.61,49.7,44.42,25.67,79.76,68.41,95.19,2,3,55.15,38.66
71.48,33.72,82.66,18.2,34.1,12.72,9.01,60.81,3,4,35.43,28.44
78.85,79.33,61.53,32.26,69.42,9.8,10.13,41.05,1,3,51.32,49.77
58.96,65.43,39.33,27.43,63.48,48.14,28.52,76.69,2,2,48.4,42.26
69.66,38.17,62.72,18.6,14.55,57.13,7.55,35.37,2,6,40.51,27.1
65.87,51.28,64.98,42.42,25.08,8.45,53.97,67.94,0,0,53.33,55.01
97.52,84.82,79.19,97.39,46.83,42.02,9.23,78.12,0,3,68.52,80.18
46.86,2.24,42.56,8.09,48.88,27.87,35.39,55.69,3,6,24.67,0.0
68.22,64.46,61.73,61.53,72.64,82.03,5.64,85.0,0,5,66.25,57.28
57.08,63.64,61.24,57.86,40.14,69.06,46.48,69.57,1,3,54.73,52.19
72.53,66.13,79.1,90.87,59.77,79.7,4.04,86.74,1,2,77.83,65.94
67.34,42.25,70.08,40.57,30.6,68.91,49.35,95.93,2,3,52.95,36.69
83.13,96.86,68.61,96.77,61.85,84.84,52.82,91.79,0,2,84.32,81.83
80.51,63.75,61.16,45.91,45.57,48.97,2.54,28.29,0,5,53.57,50.13
50.5,31.39,52.0,48.61,15.25,11.51,10.58,49.81,3,5,31.01,22.89
77.49,75.99,68.48,64.58,83.64,54.04,61.6,67.27,2,2,71.06,61.27
77.41,66.87,79.81,91.57,68.76,64.01,2.68,95.99,1,2,72.19,63.74
71.79,68.76,54.3,53.27,10.83,21.54,59.08,61.25,2,0,56.31,43.78
88.75,67.62,68.63,67.46,77.76,30.71,40.02,91.42,0,3,60.21,67.46
28.94,46.33,54.02,42.58,64.08,10.24,32.72,54.92,2,4,36.75,31.83
33.49,46.32,48.83,46.7,16.07,39.86,36.81,93.81,2,5,43.58,27.76
11.89,17.97,39.14,22.37,10.08,45.81,26.13,94.09,1,8,31.68,9.23
68.51,55.1,44.13,27.29,75.3,73.33,11.38,87.58,3,3,47.47,36.5
40.25,32.61,39.67,7.98,64.58,21.44,41.83,89.67,3,3,42.51,20.33
47.7,39.79,77.72,41.61,45.98,22.64,45.22,81.56,2,4,46.74,39.15
94.46,68.98,72.59,75.7,45.74,51.23,39.16,98.81,2,2,63.33,63.19
46.3,39.38,51.43,39.63,27.58,69.03,11.27,74.19,2,6,45.4,30.56
18.57,38.96,38.54,9.97,58.3,34.63,27.19,93.57,2,3,37.16,22.09
78.67,77.06,83.56,86.04,44.86,57.16,77.94,79.63,1,1,72.31,66.61
78.68,95.73,72.89,87.53,68.67,15.55,63.05,88.3,2,2,63.94,76.13
72.39,90.95,88.58,67.33,76.05,47.97,29.63,94.67,0,1,75.2,76.34
73.45,46.49,50.22,72.23,67.14,15.29,16.46,38.48,2,2,49.21,42.09
36.55,50.37,44.55,44.79,42.05,18.03,12.27,54.73,2,2,46.16,30.53
29.15,14.97,45.72,4.72,53.65,18.62,45.9,45.28,2,2,20.52,11.5
81.3,95.23,96.11,77.43,65.69,72.57,66.27,97.2,1,1,85.65,75.44
94.29,86.06,67.03,85.46,50.57,6.58,51.56,93.31,0,2,64.7,77.2
47.56,77.26,20.79,16.32,33.86,60.69,56.55,44.28,0,3,43.32,43.9
57.56,70.93,75.13,16.39,33.06,71.5,25.47,45.91,2,3,53.86,42.46
55.83,57.67,37.12,28.26,49.88,30.15,43.11,66.33,1,5,38.47,41.61
87.12,91.04,88.98,67.43,81.99,58.12,52.25,80.32,0,2,72.44,77.76
50.01,41.52,40.47,46.99,25.18,48.81,20.88,84.34,1,5,45.76,30.47
48.77,24.48,5.46,42.13,0.73,57.35,4.25,50.33,3,6,28.59,9.58
29.22,49.81,19.67,9.43,59.22,31.17,43.72,48.06,1,4,32.92,25.03
47.99,51.06,49.97,57.17,64.13,9.27,29.41,87.49,2,4,57.4,35.78
75.12,92.16,73.7,91.8,60.68,44.93,65.49,84.58,1,2,80.11,69.77
29.22,20.74,16.44,10.97,58.13,7.14,45.11,46.35,3,4,21.33,5.29
75.24,62.92,42.67,64.83,51.49,1.19,34.07,93.44,2,3,45.07,47.36
68.98,50.86,42.31,41.04,77.61,25.51,16.45,69.67,2,3,47.23,42.11
24.8,39.95,52.88,40.8,49.82,32.42,42.07,49.44,3,2,42.21,19.28
91.12,97.52,87.47,93.76,80.39,81.82,29.25,86.85,2,2,88.74,78.67
70.42,72.62,59.95,30.66,43.22,77.13,24.33,68.6,1,1,65.33,52.96
76.47,53.57,53.99,32.65,43.27,73.32,55.03,80.24,1,3,60.41,48.48
73.22,73.76,67.53,58.49,73.93,63.68,17.8,81.32,1,4,66.95,56.03
74.87,94.61,65.31,94.11,38.06,37.21,68.01,85.19,0,3,75.32,75.64
39.4,45.32,62.86,73.7,63.62,67.72,31.03,45.88,4,6,54.17,26.43
14.78,14.63,53.69,29.96,12.35,37.73,32.29,86.41,4,6,27.83,0.0
43.17,62.49,57.09,50.66,42.26,57.25,37.57,28.34,0,4,56.08,46.24
72.35,41.31,68.08,34.17,56.68,28.85,44.61,72.45,2,4,56.18,43.66
72.36,44.45,62.21,44.52,69.63,2.2,29.94,87.81,1,6,48.33,49.0
79.75,99.66,96.95,56.53,64.17,6.21,78.53,86.04,0,1,79.06,81.71
30.63,28.32,46.24,10.18,12.26,31.56,39.31,47.93,3,5,26.72,6.14
75.99,91.44,79.43,80.22,86.97,4.4,38.22,84.03,0,0,69.89,76.85
36.65,83.85,74.34,23.93,44.97,63.86,19.16,38.09,1,2,57.43,41.48
51.45,43.35,62.97,30.42,65.07,36.06,46.99,78.36,1,5,48.59,38.21
86.0,72.85,81.07,91.1,78.54,57.04,83.12,86.59,0,0,71.88,79.39
78.49,76.42,75.6,81.69,76.33,89.09,7.99,78.76,3,1,81.86,64.39
37.13,42.98,17.26,41.26,52.64,17.94,31.06,78.76,2,3,35.89,23.01
84.03,71.45,87.64,85.62,62.56,51.49,26.78,82.83,1,2,70.87,69.11
84.2,66.36,96.94,85.39,69.26,69.61,24.17,90.1,2,1,70.95,68.35
72.99,42.66,57.8,17.81,56.56,12.29,52.01,33.9,3,5,31.29,29.46
73.43,75.7,97.94,76.9,49.35,16.19,1.61,84.12,2,3,62.06,56.61
12.81,33.93,34.13,48.51,12.88,59.57,43.24,93.82,2,6,42.0,12.81
73.29,97.77,70.45,89.97,57.29,68.76,7.81,93.13,0,2,83.72,83.95
70.51,99.31,69.3,64.04,79.53,23.44,18.89,91.81,0,0,70.89,76.32
73.59,50.67,66.67,45.79,57.58,66.03,4.24,80.92,1,2,50.14,50.56
97.63,76.03,74.64,59.55,66.75,25.24,71.64,92.07,1,1,61.12,70.9
51.76,73.68,59.66,35.46,83.75,49.18,11.58,83.1,0,1,61.85,54.64
50.34,59.89,73.45,61.79,30.77,36.08,0.37,75.78,1,2,59.96,54.78
47.12,34.14,49.35,44.44,39.69,22.29,14.91,88.77,1,3,36.81,37.04
76.46,36.57,50.19,68.37,41.44,24.81,62.91,94.07,1,3,43.46,50.11
49.09,55.2,46.0,67.7,58.27,19.36,64.85,93.8,2,4,52.87,40.9
50.44,64.54,58.97,69.72,39.45,15.32,25.1,70.11,2,1,56.63,54.11
72.5,80.03,94.02,69.87,35.53,62.71,17.01,88.57,1,2,70.87,67.28
11.51,39.48,43.52,36.49,65.05,60.24,10.94,64.08,1,4,41.13,28.62
76.07,65.11,46.44,70.33,45.65,46.46,33.55,97.33,1,5,59.27,52.51
98.34,92.21,77.11,71.09,60.82,64.01,47.69,94.4,1,1,73.92,79.1
72.09,71.31,72.81,73.08,71.05,84.8,44.58,88.31,1,3,80.98,65.74
74.85,85.53,69.41,59.53,80.43,11.24,51.68,83.8,1,0,69.16,68.66
54.84,63.93,65.87,40.16,46.1,14.07,41.54,98.49,1,2,50.77,51.09
67.34,31.56,41.23,15.57,45.13,79.85,22.49,31.03,2,3,33.8,24.72
13.7,31.15,23.41,6.99,44.41,50.48,22.0,84.9,3,5,34.18,6.45
98.27,92.14,68.73,78.37,36.92,55.94,79.32,84.21,0,1,72.17,78.83
85.71,77.41,91.18,86.59,73.43,35.89,50.94,91.28,0,2,65.5,74.8
98.8,67.13,96.6,82.55,85.53,53.67,69.79,93.03,1,1,76.41,77.15
47.95,70.11,53.05,30.05,74.33,3.76,34.92,42.08,0,5,41.22,42.95
36.25,5.04,15.77,7.54,55.83,39.97,0.14,72.15,6,5,18.63,0.0
67.72,63.66,46.97,35.8,65.99,2.44,38.97,79.84,3,3,41.96,34.77
80.98,82.86,66.11,82.48,76.27,90.83,17.27,80.22,1,2,79.24,69.55
11.6,27.44,24.76,34.37,51.18,24.37,31.82,71.22,3,5,32.67,5.8
20.28,21.53,21.28,1.97,28.74,25.92,0.2,87.36,3,5,23.35,4.62
87.78,91.52,94.92,69.34,36.87,57.76,19.19,94.52,1,1,72.45,74.84
65.17,35.9,71.96,55.09,73.35,19.47,19.99,55.4,2,4,48.28,35.78
93.93,65.54,91.14,87.97,70.73,38.9,2.41,95.04,1,3,65.49,66.11
99.15,68.01,70.62,74.72,78.32,84.01,64.23,99.4,1,1,65.51,72.36
49.24,74.66,60.97,16.53,45.21,78.08,18.49,25.04,2,3,56.74,35.04
54.97,39.3,70.58,49.17,65.35,77.45,1.24,95.08,2,3,58.51,37.65
48.88,49.63,22.92,29.66,11.94,52.05,41.87,84.93,3,3,30.83,19.95
62.7,67.59,61.21,28.86,35.79,47.9,48.62,83.0,1,4,56.93,47.37
70.03,89.77,74.52,68.44,89.64,36.65,43.41,84.66,1,1,78.72,73.75
50.26,0.14,37.13,6.53,32.06,63.51,3.57,94.48,3,6,23.34,4.11
52.11,56.09,35.55,74.97,44.93,43.22,54.93,89.95,2,2,52.15,42.52
11.89,35.85,0.27,50.27,50.27,42.41,21.45,94.4,4,3,33.44,6.75
74.35,87.93,86.84,69.63,88.51,8.85,66.02,87.02,1,1,76.13,71.52
62.06,61.08,50.81,55.78,51.05,79.03,50.3,68.87,0,5,55.55,48.15
91.5,69.58,95.7,97.67,73.24,50.62,51.18,85.72,0,2,82.57,83.54
99.76,97.99,77.23,66.7,79.3,40.15,82.26,97.53,0,0,72.18,84.08
74.09,52.55,76.77,57.68,30.79,43.11,3.48,78.83,2,5,45.21,48.5
50.56,32.71,49.45,54.51,44.93,58.67,1.6,66.37,2,5,48.38,31.0
39.18,82.23,26.55,32.56,47.27,27.32,40.95,53.69,1,1,54.41,39.45
49.54,48.7,71.14,72.43,74.32,0.06,39.76,70.83,2,5,59.56,38.78
88.57,98.32,67.07,91.72,46.93,14.55,76.4,75.05,0,0,76.51,80.06
44.55,34.26,20.93,9.15,44.5,37.27,3.9,92.78,2,4,28.43,21.15
16.41,20.23,35.48,13.8,49.1,17.52,10.46,45.58,3,3,25.49,1.48
86.18,72.89,79.89,94.97,74.56,61.85,23.93,78.11,1,5,67.96,70.31
71.42,59.04,45.12,27.64,61.96,26.79,48.68,89.53,2,2,48.18,39.29
13.19,48.99,1.84,11.45,49.58,6.37,13.11,52.7,3,3,30.37,10.03
98.97,68.78,85.93,76.68,66.79,90.87,29.01,93.72,0,2,83.6,76.46
71.26,98.58,92.6,66.02,64.1,67.85,29.97,86.0,0,0,81.42,82.49
90.09,89.75,99.85,63.15,75.68,90.06,54.79,99.08,0,1,92.45,85.98
75.28,70.73,39.73,40.14,40.64,76.97,16.33,75.64,1,1,51.78,50.58
76.67,92.93,87.19,75.91,53.24,85.57,65.67,92.95,0,2,89.28,80.9
77.1,69.4,69.85,37.54,38.05,15.32,35.72,38.69,0,4,52.34,58.08
45.95,36.74,53.45,47.72,44.22,60.19,33.97,67.59,3,1,51.5,26.91
39.23,43.07,41.6,29.45,21.88,0.44,32.36,59.49,2,2,31.75,27.07
49.38,48.61,25.26,36.26,72.92,55.52,28.43,36.38,3,7,44.22,19.81
46.52,45.08,46.28,29.18,55.22,69.48,1.17,65.6,1,1,43.91,38.27
76.42,36.26,43.09,55.84,72.58,79.53,21.04,78.68,2,3,49.18,40.17
81.09,89.87,95.48,64.69,44.49,89.66,46.83,84.14,0,0,85.7,78.32
74.38,73.67,68.89,65.33,41.42,35.88,41.33,86.38,0,2,61.66,65.32
43.51,39.75,60.55,19.16,6.42,5.9,36.37,54.77,2,3,34.39,29.04
47.24,74.35,66.94,59.33,65.96,25.67,65.35,97.3,0,1,61.33,63.27
87.06,92.93,98.2,62.89,50.15,5.14,84.07,94.52,2,0,76.81,72.79
77.5,73.65,84.51,68.87,75.09,53.95,45.24,98.78,0,2,72.22,67.56
51.88,35.06,65.4,58.14,64.92,39.37,44.75,85.0,3,4,51.84,26.79
59.39,77.33,73.46,37.11,79.62,12.42,59.74,71.42,2,5,69.08,42.85
48.66,75.96,58.62,69.03,77.15,1.32,18.54,76.79,1,3,58.75,55.55
90.44,81.11,67.47,62.98,42.76,58.87,7.42,95.58,0,3,66.37,67.44
98.41,74.78,88.27,62.87,79.96,79.98,83.16,99.81,1,3,76.3,74.04
97.97,88.93,66.77,99.29,79.43,29.37,40.02,93.16,0,0,75.03,83.0
56.23,47.26,46.59,57.45,50.76,38.32,11.14,98.67,3,3,53.19,36.98
58.65,72.63,67.66,50.99,53.12,86.39,66.95,89.67,1,3,62.95,53.22
68.04,60.56,46.86,31.87,60.32,52.35,12.04,47.57,1,1,46.37,47.69
71.06,74.05,86.25,96.93,77.85,70.84,28.07,77.79,1,2,68.07,68.78
23.44,0.46,34.19,2.21,30.3,61.86,49.94,63.52,4,7,21.76,0.0
26.98,38.1,18.77,28.7,64.59,15.01,15.65,89.28,1,3,35.21,23.99
58.41,46.93,50.87,57.12,78.48,58.47,45.23,93.59,2,4,54.97,37.25
50.48,76.59,25.58,39.88,26.36,16.13,22.35,49.1,2,3,42.85,29.5
38.38,41.58,47.09,47.88,40.94,45.44,53.78,35.27,2,3,38.08,26.62
57.82,67.83,55.5,32.69,70.59,59.7,66.45,83.53,1,1,63.99,51.13
99.57,90.21,86.3,76.66,74.13,12.04,27.72,78.12,0,1,71.78,80.19
47.99,8.43,38.99,25.32,64.33,36.33,18.94,59.73,3,4,32.46,8.29
28.94,5.23,6.93,15.48,53.67,54.67,10.26,68.81,3,3,25.41,2.25
50.88,40.27,78.28,19.49,4.45,25.14,45.62,50.69,3,6,39.96,20.94
19.0,47.39,28.19,43.07,57.91,35.91,37.07,63.23,1,5,46.26,28.74
79.51,62.19,83.95,42.68,28.16,36.84,2.75,45.32,1,4,52.42,54.93
51.41,12.66,46.28,9.47,9.16,54.69,22.29,84.7,3,6,30.42,2.82
73.32,76.2,91.79,60.43,68.65,55.55,45.74,87.11,0,3,70.79,74.16
